x,y,z,g,
56,1,81900,1,
128,1,81940,7,
149,2,81950,4,
217,1,82000,7,
66,2,82000,1,
36,1,82000,1,
185,1,82100,7,
114,1,82200,7,
116,1,82200,7,
205,1,82200,4,
98,1,82200,4,
120,1,82200,4,
58,1,82200,1,
113,1,82200,4,
213,1,82220,7,
243,2,82300,2,
300,1,82400,2,
298,1,82400,2,
57,1,82400,1,
2,1,82400,1,
121,1,82400,7,
355,1,82400,2,
355,1,82400,2,
136,1,82400,4,
76,1,82400,4,
97,1,82400,4,
66,1,82400,1,
58,2,82400,1,
6,1,82460,1,
75,2,82480,4,
148,1,82520,7,
211,1,82600,7,
216,1,82600,7,
329,2,82600,2,
22,1,82600,1,
191,1,82600,7,
216,1,82600,4,
210,1,82600,4,
253,1,82600,2,
209,1,82600,4,
229,1,82600,4,
239,1,82600,2,
253,1,82600,2,
314,1,82690,2,
279,1,82700,2,
177,1,82900,7,
117,1,82900,7,
247,1,82900,2,
314,1,82900,2,
228,1,82960,4,
314,1,83000,2,
182,1,83000,4,
273,1,83000,2,
59,1,83010,1,
54,1,83040,1,
298,1,83100,2,
295,2,83100,2,
352,1,83120,2,
244,1,83140,2,
59,2,83140,1,
14,1,83160,1,
91,1,83190,4,
259,3,83200,2,
48,1,83200,1,
137,2,83200,4,
42,1,83200,1,
314,2,83200,2,
288,1,83200,2,
48,1,83200,1,
183,1,83200,4,
244,1,83300,2,
179,2,83300,4,
113,1,83340,7,
18,1,83400,1,
60,1,83400,1,
132,1,83400,7,
277,1,83400,2,
275,1,83400,2,
353,2,83400,2,
72,1,83400,4,
238,1,83400,2,
14,1,83400,1,
275,1,83400,2,
317,1,83420,2,
342,1,83440,2,
64,2,83500,1,
132,1,83600,7,
350,1,83600,2,
203,1,83600,7,
6,1,83600,1,
234,1,83600,2,
26,1,83600,1,
223,1,83600,4,
223,1,83600,4,
144,1,83600,4,
300,1,83600,2,
234,1,83700,2,
344,1,83700,2,
47,1,83700,1,
76,3,83700,3,
140,1,83700,4,
54,2,83700,1,
235,1,83780,2,
234,1,83790,2,
81,1,83800,7,
335,1,83800,2,
247,1,83890,2,
39,1,83900,1,
114,1,83900,7,
76,1,83900,4,
355,1,84000,2,
154,3,84000,4,
346,1,84000,2,
54,1,84000,1,
5,1,84000,1,
345,1,84000,2,
294,1,84000,2,
344,1,84020,2,
117,1,84050,4,
183,1,84070,4,
3,1,84080,1,
179,1,84100,4,
259,2,84200,2,
233,2,84200,2,
354,1,84200,2,
358,1,84200,2,
195,1,84200,7,
111,1,84200,7,
53,2,84200,1,
17,1,84200,1,
82,2,84200,4,
321,1,84300,2,
168,1,84400,7,
295,1,84400,2,
8,1,84400,1,
281,1,84400,2,
294,1,84400,2,
250,1,84400,2,
288,1,84400,2,
5,1,84400,1,
21,1,84400,1,
26,1,84400,1,
343,1,84400,2,
274,2,84400,2,
90,1,84400,4,
70,1,84400,4,
134,1,84540,7,
183,1,84600,7,
104,1,84600,7,
232,1,84619,2,
236,2,84620,2,
292,1,84700,2,
343,2,84700,2,
128,2,84800,4,
61,2,84800,1,
342,1,84880,2,
344,1,84900,2,
257,2,84900,2,
30,1,84920,1,
102,2,85000,4,
142,1,85200,7,
287,1,85200,2,
223,1,85200,4,
155,1,85200,4,
20,1,85200,1,
284,1,85200,2,
138,1,85200,4,
307,1,85200,2,
342,1,85300,2,
107,2,85300,4,
362,1,85400,2,
294,1,85400,2,
245,1,85400,2,
362,1,85400,2,
33,2,85400,1,
281,1,85400,2,
65,1,85400,1,
86,1,85400,4,
39,2,85420,1,
223,1,85500,4,
337,1,85500,2,
349,1,85500,2,
112,1,85560,4,
3,1,85600,1,
288,1,85600,2,
241,1,85600,2,
278,1,85600,2,
226,1,85600,7,
280,1,85600,2,
25,1,85600,1,
14,4,85600,3,
311,1,85600,2,
300,1,85600,2,
159,1,85800,4,
90,2,85810,4,
342,1,85900,2,
85,1,85900,4,
201,1,86000,7,
243,1,86000,2,
114,2,86000,4,
49,2,86010,1,
358,1,86040,2,
350,1,86100,2,
345,1,86100,2,
341,1,86190,2,
121,2,86200,4,
120,1,86200,7,
238,2,86200,2,
20,2,86200,1,
38,1,86200,1,
93,1,86230,7,
185,1,86280,7,
40,2,86300,1,
171,1,86300,4,
345,1,86300,2,
20,1,86400,1,
101,1,86400,7,
81,1,86400,7,
44,1,86400,1,
84,2,86400,4,
280,1,86400,2,
245,2,86400,2,
87,1,86400,4,
223,1,86400,4,
22,1,86400,1,
2,1,86400,1,
211,1,86500,7,
218,1,86500,4,
152,1,86500,4,
179,1,86500,4,
133,1,86520,4,
318,1,86560,2,
106,3,86600,4,
256,1,86600,2,
106,1,86600,7,
234,1,86600,2,
111,1,86600,7,
73,1,86600,4,
188,1,86600,4,
8,1,86600,1,
343,1,86600,2,
98,1,86600,4,
213,1,86600,4,
88,1,86600,4,
294,1,86600,2,
11,2,86620,1,
246,1,86630,2,
358,1,86650,2,
232,1,86700,7,
287,1,86700,2,
145,1,86750,4,
344,1,86770,2,
228,1,86790,4,
106,1,86800,7,
242,1,86800,2,
249,1,86800,2,
185,1,86880,4,
281,1,87000,2,
29,2,87000,1,
190,1,87000,7,
320,1,87000,2,
197,3,87070,4,
293,1,87100,2,
47,1,87100,1,
180,1,87100,4,
309,1,87100,2,
178,1,87100,4,
184,1,87100,4,
103,1,87200,7,
35,1,87200,1,
49,1,87200,1,
28,1,87200,1,
287,1,87200,2,
229,1,87200,4,
247,1,87200,2,
84,3,87200,3,
110,1,87200,4,
350,2,87250,2,
293,1,87271,2,
314,1,87280,2,
291,1,87300,2,
344,1,87300,2,
355,1,87300,2,
107,2,87300,4,
15,1,87300,1,
356,1,87400,2,
310,1,87400,2,
156,2,87400,4,
33,1,87400,1,
68,1,87400,1,
134,1,87415,4,
256,1,87520,2,
132,1,87540,4,
293,1,87600,2,
22,1,87600,1,
13,1,87600,1,
252,1,87600,2,
349,1,87600,2,
75,1,87600,4,
7,1,87700,1,
92,1,87700,4,
326,1,87700,2,
186,1,87730,7,
335,1,87750,2,
115,1,87760,4,
226,1,87800,7,
274,1,87800,2,
356,1,87800,2,
118,1,87800,4,
268,1,87800,2,
42,1,87800,1,
309,1,87840,2,
74,1,87871,7,
170,1,87900,7,
89,3,87900,3,
361,1,87960,2,
32,1,88000,1,
183,4,88000,5,
153,1,88000,7,
254,1,88000,2,
213,1,88000,4,
253,1,88000,2,
1,1,88000,1,
342,2,88004,2,
183,2,88100,4,
36,1,88200,1,
27,1,88200,1,
15,1,88200,1,
301,1,88200,2,
308,1,88200,2,
134,1,88210,4,
115,1,88250,4,
183,2,88300,4,
97,5,88300,3,
175,2,88300,4,
279,2,88300,2,
351,1,88320,2,
299,1,88340,2,
311,1,88400,2,
4,1,88400,1,
266,1,88400,2,
68,1,88400,1,
351,1,88400,2,
266,1,88400,2,
112,1,88400,4,
183,2,88400,4,
358,1,88420,2,
9,1,88440,1,
238,1,88500,2,
220,1,88500,4,
35,2,88500,1,
72,2,88600,4,
282,1,88600,2,
291,1,88600,2,
261,1,88600,2,
20,2,88600,1,
289,1,88600,2,
357,1,88600,2,
8,2,88600,1,
293,1,88600,2,
212,1,88600,7,
293,1,88600,2,
217,1,88600,4,
120,2,88600,4,
67,2,88610,1,
181,2,88680,4,
342,1,88700,2,
265,1,88700,2,
153,1,88700,4,
359,1,88700,2,
70,2,88800,4,
11,1,88880,1,
62,1,88900,1,
318,1,88900,2,
114,1,89000,7,
255,1,89000,2,
360,1,89020,2,
142,1,89100,7,
337,1,89100,2,
64,1,89130,1,
162,1,89140,4,
114,1,89200,7,
0,1,89200,1,
66,4,89200,3,
63,1,89200,1,
179,1,89215,4,
21,2,89300,1,
52,1,89320,1,
158,3,89400,4,
63,1,89400,1,
0,1,89400,1,
269,1,89400,2,
67,1,89400,1,
124,1,89400,7,
81,1,89400,7,
91,1,89400,7,
212,1,89400,7,
143,1,89400,4,
103,1,89400,4,
79,1,89400,4,
341,1,89400,2,
35,1,89400,1,
273,1,89420,2,
96,1,89480,7,
207,1,89500,7,
174,2,89500,4,
310,1,89500,2,
293,1,89520,2,
323,1,89540,2,
7,2,89600,1,
131,1,89600,7,
27,1,89600,1,
254,1,89600,2,
223,1,89600,7,
78,1,89600,7,
83,3,89600,3,
362,1,89600,2,
42,3,89672,3,
273,1,89700,2,
158,2,89700,4,
102,1,89800,7,
147,1,89800,7,
128,1,89800,7,
117,1,89800,7,
212,2,89800,4,
92,1,89800,7,
344,1,89800,2,
184,1,89800,4,
121,1,89800,4,
124,1,89800,4,
233,1,89800,2,
115,1,89800,4,
126,1,89800,4,
151,1,89800,4,
268,2,89800,2,
99,1,89800,4,
148,2,89800,4,
149,1,89800,4,
112,1,89800,4,
132,1,89800,4,
88,1,89800,4,
7,2,89840,1,
344,1,89910,2,
225,1,89960,4,
222,1,90000,7,
43,1,90000,1,
1,1,90000,1,
90,2,90000,4,
278,1,90000,2,
34,2,90000,1,
78,1,90000,4,
281,1,90100,2,
198,2,90200,4,
323,1,90200,2,
282,1,90200,2,
228,1,90200,7,
75,1,90200,7,
93,2,90200,4,
68,1,90200,1,
344,1,90251,2,
120,1,90260,4,
183,1,90280,4,
286,1,90300,2,
27,2,90340,1,
116,2,90400,4,
121,1,90400,4,
358,1,90400,2,
232,1,90400,2,
342,1,90400,2,
4,1,90400,1,
41,1,90400,1,
183,2,90410,4,
310,1,90500,2,
142,2,90500,4,
53,1,90500,1,
18,3,90540,3,
98,2,90570,4,
173,1,90580,4,
334,1,90600,2,
125,2,90600,4,
12,1,90600,1,
147,1,90600,4,
311,1,90600,2,
13,1,90600,1,
351,1,90632,2,
96,5,90700,3,
86,3,90700,3,
43,2,90740,1,
104,2,90800,4,
84,1,90800,7,
42,1,90800,1,
273,1,90800,2,
176,1,90830,7,
93,1,90900,7,
78,2,90900,4,
308,1,90900,2,
329,1,90900,2,
208,1,90900,4,
74,2,90970,4,
20,1,91000,1,
6,2,91000,1,
183,1,91000,4,
190,1,91000,4,
207,1,91100,4,
86,1,91170,4,
137,2,91200,4,
351,1,91200,2,
355,1,91200,2,
151,1,91200,7,
66,2,91260,1,
104,2,91300,4,
263,1,91300,2,
33,1,91400,1,
1,2,91400,1,
250,1,91400,2,
95,1,91400,7,
197,1,91400,4,
134,3,91400,4,
111,1,91410,4,
297,2,91600,2,
309,1,91600,2,
181,3,91600,5,
19,1,91600,1,
115,1,91600,4,
54,1,91600,1,
102,1,91690,7,
162,2,91700,4,
85,1,91700,7,
298,1,91720,2,
1,1,91780,1,
273,1,91800,2,
103,1,91800,7,
222,1,91800,7,
112,1,91800,4,
4,2,91800,1,
56,2,91823,1,
258,2,91980,2,
183,1,92000,7,
14,2,92000,1,
12,2,92000,1,
85,1,92000,4,
178,2,92100,4,
118,2,92190,4,
106,1,92200,7,
106,1,92200,7,
231,1,92200,7,
83,1,92200,4,
211,1,92200,4,
306,2,92200,2,
123,1,92200,4,
70,1,92200,4,
252,1,92200,2,
245,1,92200,2,
155,1,92210,7,
272,1,92285,2,
49,1,92300,1,
5,1,92400,1,
216,1,92400,7,
230,1,92400,7,
293,2,92400,2,
339,1,92400,2,
133,1,92400,7,
13,1,92400,1,
1,1,92400,1,
319,2,92400,2,
102,1,92440,4,
83,1,92490,7,
344,1,92500,2,
218,1,92520,7,
239,2,92600,2,
155,1,92600,7,
307,1,92600,2,
78,1,92600,4,
295,1,92680,2,
182,1,92700,4,
19,2,92740,1,
203,1,92800,7,
147,1,92800,7,
121,1,92800,7,
215,1,92800,7,
126,1,92800,7,
337,1,92800,2,
21,1,92800,1,
214,1,92800,4,
126,1,92800,4,
142,1,92800,4,
123,1,92800,4,
183,1,92800,4,
183,1,92800,4,
355,1,92920,2,
60,1,92960,1,
76,1,93000,7,
312,1,93000,2,
103,1,93000,4,
69,1,93000,4,
209,1,93026,4,
72,1,93040,4,
357,1,93055,2,
12,2,93100,1,
119,2,93100,4,
225,1,93200,4,
24,2,93250,1,
267,1,93300,2,
210,1,93300,4,
305,2,93310,2,
28,2,93333,1,
36,1,93400,1,
169,1,93400,7,
351,1,93420,2,
110,2,93510,4,
22,1,93600,1,
130,1,93600,7,
342,2,93600,2,
136,1,93600,7,
33,1,93600,1,
91,1,93690,4,
183,1,93700,7,
41,2,93700,1,
211,1,93700,4,
155,1,93730,4,
207,1,93800,7,
186,1,93800,4,
183,2,93800,4,
314,1,93900,2,
215,1,93900,4,
344,1,93910,2,
148,1,93920,7,
62,1,94000,1,
230,1,94000,7,
280,1,94000,2,
232,1,94000,2,
215,1,94046,4,
162,2,94200,4,
78,1,94200,7,
275,1,94200,2,
97,1,94200,4,
363,1,94200,2,
238,1,94200,2,
272,1,94200,2,
295,1,94200,2,
88,1,94200,4,
42,4,94220,3,
113,1,94400,7,
3,1,94400,1,
61,1,94400,1,
203,1,94400,4,
239,1,94400,2,
353,1,94400,2,
292,1,94400,2,
21,2,94490,1,
342,1,94500,2,
344,1,94500,2,
134,2,94579,4,
124,1,94600,7,
178,1,94600,4,
178,1,94600,4,
92,3,94700,4,
53,2,94700,1,
114,1,94700,7,
142,1,94700,4,
264,1,94772,2,
4,1,94780,1,
265,2,94800,2,
222,1,94800,7,
327,1,94910,2,
277,1,95000,2,
19,1,95000,1,
358,1,95000,2,
199,1,95000,4,
142,1,95100,4,
201,3,95150,5,
95,3,95200,3,
125,2,95200,4,
113,1,95200,4,
13,1,95240,1,
133,1,95300,7,
291,2,95300,2,
34,2,95300,1,
67,1,95330,1,
200,2,95340,4,
118,1,95400,7,
109,2,95400,4,
358,1,95400,2,
15,3,95480,3,
349,1,95480,2,
153,1,95500,4,
225,2,95600,4,
77,1,95600,7,
285,1,95600,2,
137,1,95600,7,
212,2,95600,4,
314,1,95600,2,
89,4,95600,3,
152,1,95600,4,
330,1,95600,2,
49,1,95600,1,
225,1,95700,7,
362,1,95750,2,
224,1,95800,7,
247,1,95800,2,
337,1,95800,2,
40,1,96000,1,
71,1,96000,7,
50,1,96000,1,
159,1,96000,4,
53,3,96000,3,
261,1,96100,2,
96,1,96100,7,
125,2,96100,4,
273,1,96100,2,
113,1,96200,7,
78,2,96200,4,
108,1,96200,7,
36,1,96200,1,
308,1,96200,2,
182,2,96220,4,
44,2,96220,1,
69,1,96240,7,
217,2,96260,4,
273,3,96320,5,
234,2,96320,2,
361,1,96400,2,
243,2,96400,2,
112,1,96400,4,
37,1,96400,1,
96,1,96400,4,
363,1,96500,2,
133,1,96600,7,
45,1,96600,1,
351,1,96600,2,
344,1,96600,2,
27,2,96600,1,
265,1,96700,2,
246,1,96700,2,
345,1,96740,2,
211,1,96760,7,
242,1,96800,2,
77,1,96800,7,
26,2,96800,1,
205,1,96800,4,
81,2,96900,4,
263,1,97000,2,
349,1,97010,2,
181,3,97100,5,
274,1,97200,2,
207,1,97200,7,
88,4,97200,3,
210,1,97200,4,
105,1,97200,4,
181,2,97200,4,
189,1,97220,7,
286,1,97220,2,
266,1,97300,2,
351,1,97300,2,
56,2,97310,1,
218,2,97400,4,
288,1,97400,2,
133,2,97400,4,
152,1,97400,7,
231,1,97400,4,
229,1,97420,7,
150,1,97500,4,
294,1,97600,2,
288,1,97600,2,
104,1,97650,4,
291,1,97700,2,
343,1,97760,2,
104,2,97800,4,
296,1,97800,2,
9,2,97862,1,
203,1,97900,4,
320,1,97950,2,
83,1,97950,7,
55,2,97980,1,
33,1,98000,1,
57,1,98000,1,
77,1,98000,4,
7,1,98000,1,
361,1,98070,2,
29,2,98100,1,
85,1,98100,4,
29,2,98100,1,
251,1,98100,2,
20,3,98103,3,
4,1,98200,1,
359,1,98200,2,
54,1,98200,1,
31,1,98200,1,
30,1,98200,1,
195,1,98200,4,
111,1,98200,4,
61,1,98290,1,
346,1,98300,2,
174,1,98300,7,
272,1,98300,2,
5,2,98300,1,
64,2,98340,1,
67,1,98400,1,
166,1,98400,7,
162,1,98400,7,
238,1,98400,2,
249,1,98400,2,
97,1,98400,4,
40,1,98400,1,
232,1,98400,2,
154,1,98400,4,
348,1,98470,2,
289,1,98600,2,
115,1,98600,7,
42,7,98600,3,
345,1,98600,2,
339,1,98600,2,
42,1,98600,1,
205,1,98600,4,
231,1,98700,7,
194,1,98800,7,
346,1,98880,2,
77,1,98900,4,
41,2,98910,1,
98,2,98940,4,
224,2,98960,4,
5,2,99000,1,
183,2,99030,4,
145,2,99170,4,
61,1,99200,1,
22,1,99200,1,
228,1,99200,7,
130,1,99200,4,
257,1,99300,2,
181,1,99300,4,
1,1,99400,1,
222,1,99400,7,
64,1,99400,1,
181,2,99400,4,
68,1,99400,1,
356,1,99400,2,
358,1,99400,2,
21,2,99410,1,
348,1,99460,2,
251,2,99500,2,
355,1,99500,2,
345,1,99600,2,
97,1,99600,7,
127,1,99600,4,
92,1,99600,4,
119,1,99600,4,
249,1,99700,2,
7,2,99740,1,
206,2,99780,4,
218,1,99800,4,
35,2,99800,1,
4,1,99900,1,
65,2,99920,1,
266,1,100000,2,
119,1,100000,7,
149,1,100000,7,
33,2,100000,1,
201,1,100000,4,
341,1,100000,2,
261,1,100000,2,
281,1,100020,2,
330,1,100050,2,
115,3,100074,4,
184,1,100100,7,
360,1,100100,2,
10,2,100100,1,
182,1,100100,4,
239,1,100200,2,
276,2,100200,2,
251,1,100270,2,
183,1,100300,7,
237,1,100300,2,
64,2,100340,1,
19,1,100400,1,
12,1,100400,1,
238,1,100400,2,
350,1,100400,2,
5,1,100400,1,
14,1,100400,1,
28,2,100400,1,
131,1,100400,4,
133,2,100400,4,
15,1,100600,1,
48,1,100600,1,
191,1,100600,7,
363,1,100600,2,
82,2,100680,4,
84,1,100700,7,
258,1,100700,2,
56,1,100800,1,
180,3,100840,5,
249,1,101000,2,
238,1,101000,2,
77,2,101000,4,
208,1,101000,4,
278,1,101100,2,
78,1,101110,7,
1,1,101200,1,
50,1,101200,1,
46,2,101200,1,
144,2,101200,4,
362,1,101200,2,
245,1,101280,2,
56,3,101290,3,
344,1,101300,2,
238,1,101300,2,
154,1,101400,7,
306,1,101400,2,
226,1,101400,7,
20,1,101400,1,
279,2,101400,2,
242,1,101420,2,
99,1,101500,7,
199,2,101520,4,
229,1,101600,4,
112,1,101600,4,
147,1,101640,4,
177,2,101650,4,
285,2,101700,2,
58,1,101700,1,
320,2,101740,2,
24,3,101800,3,
215,1,101800,7,
344,1,101900,2,
219,7,101900,5,
292,1,101900,2,
95,2,101950,4,
184,1,102000,7,
177,1,102000,4,
104,1,102000,4,
109,1,102000,4,
35,1,102000,1,
224,1,102080,4,
42,1,102100,1,
172,1,102100,7,
173,1,102100,4,
173,1,102100,4,
28,2,102100,1,
220,1,102200,7,
351,1,102200,2,
20,1,102200,1,
97,1,102200,4,
26,2,102400,1,
357,1,102400,2,
363,1,102400,2,
359,1,102400,2,
120,1,102410,4,
69,1,102440,4,
100,3,102500,3,
12,1,102600,1,
306,1,102600,2,
279,1,102600,2,
161,2,102620,4,
98,1,102650,7,
59,1,102700,1,
113,2,102700,4,
22,2,102720,1,
245,2,102800,2,
193,3,102800,5,
250,1,102800,2,
24,2,102920,1,
242,1,103000,2,
309,1,103020,2,
284,2,103040,2,
98,3,103040,3,
112,1,103100,7,
217,2,103100,4,
342,2,103100,2,
242,1,103170,2,
68,2,103200,1,
257,1,103200,2,
70,1,103200,4,
238,2,103240,2,
173,1,103300,7,
340,2,103300,2,
3,2,103300,1,
208,2,103300,4,
159,2,103300,4,
280,2,103320,2,
96,1,103350,7,
1,3,103350,3,
362,1,103400,2,
250,1,103400,2,
48,2,103420,1,
111,1,103500,7,
299,1,103500,2,
89,2,103500,4,
86,3,103500,3,
60,1,103530,1,
77,1,103600,7,
5,2,103600,1,
77,1,103600,4,
259,1,103600,2,
310,1,103600,2,
65,2,103700,1,
232,1,103700,7,
47,2,103700,1,
1,1,103700,1,
310,1,103700,2,
259,2,103700,2,
124,1,103710,7,
181,1,103720,7,
4,1,103800,1,
109,1,103800,7,
210,1,103800,7,
143,3,103800,4,
47,1,103850,1,
93,1,103880,7,
339,1,103900,2,
174,1,103950,4,
205,1,104000,7,
221,1,104000,7,
27,1,104000,1,
16,1,104000,1,
69,1,104100,7,
58,2,104100,1,
15,1,104132,1,
5,1,104200,1,
84,2,104200,4,
237,2,104210,2,
230,1,104220,4,
182,1,104300,7,
344,2,104300,2,
142,1,104300,4,
58,1,104400,1,
22,3,104400,3,
36,1,104400,1,
34,3,104470,3,
77,1,104500,4,
347,1,104500,2,
181,1,104600,7,
331,1,104600,2,
99,1,104600,4,
355,1,104600,2,
28,1,104600,1,
336,1,104600,2,
249,1,104620,2,
71,1,104680,4,
282,1,104700,2,
114,3,104700,4,
188,2,104700,4,
58,1,104700,1,
12,3,104760,3,
294,2,104800,2,
12,1,105000,1,
112,1,105000,7,
185,1,105100,7,
231,1,105120,7,
1,2,105120,1,
183,2,105150,4,
88,2,105200,4,
306,1,105200,2,
357,1,105200,2,
8,1,105200,1,
168,1,105200,7,
216,2,105200,4,
9,1,105300,1,
159,1,105300,7,
350,1,105400,2,
351,1,105400,2,
345,1,105400,2,
245,1,105400,2,
358,1,105400,2,
308,1,105400,2,
117,1,105400,4,
185,1,105490,4,
249,1,105630,2,
356,2,105700,2,
363,1,105700,2,
97,3,105720,3,
271,5,105800,5,
177,1,105800,4,
214,1,105840,4,
203,1,105910,4,
174,1,105920,7,
49,1,105940,1,
135,2,105960,4,
23,1,106000,1,
200,2,106070,4,
88,2,106080,4,
345,1,106100,2,
15,1,106100,1,
257,1,106140,2,
81,1,106200,7,
231,1,106200,7,
288,1,106200,2,
362,1,106200,2,
50,1,106200,1,
203,2,106260,4,
185,1,106300,7,
314,1,106400,2,
245,2,106400,2,
130,1,106400,4,
126,1,106400,4,
96,1,106400,4,
350,1,106400,2,
209,2,106440,4,
99,1,106500,7,
176,1,106500,4,
175,1,106600,7,
308,1,106600,2,
86,1,106600,7,
168,2,106600,4,
148,2,106600,4,
176,2,106600,4,
155,1,106600,4,
293,1,106640,2,
111,1,106885,7,
183,2,106900,4,
146,1,106900,4,
289,1,106960,2,
21,1,107000,1,
33,2,107100,1,
346,1,107100,2,
112,2,107140,4,
90,3,107170,4,
24,1,107230,1,
307,2,107300,2,
348,1,107300,2,
174,1,107300,4,
69,2,107400,4,
79,3,107440,3,
185,1,107450,7,
141,2,107480,4,
69,2,107600,4,
78,1,107600,7,
230,1,107600,4,
238,1,107600,2,
309,1,107700,2,
64,2,107700,1,
35,1,107700,1,
270,1,107710,2,
82,3,107800,3,
33,1,107800,1,
279,1,107800,2,
51,1,107800,1,
344,1,107830,2,
135,3,107840,4,
61,3,107900,3,
183,1,107900,4,
42,2,108000,1,
356,1,108000,2,
245,1,108000,2,
178,1,108000,4,
236,1,108006,2,
124,1,108020,7,
86,2,108100,4,
97,1,108100,4,
285,1,108200,2,
40,1,108200,1,
182,1,108200,4,
171,1,108200,4,
204,1,108200,4,
41,1,108200,1,
102,1,108200,4,
218,2,108300,4,
172,1,108300,4,
309,1,108300,2,
127,2,108300,4,
270,1,108400,2,
281,1,108400,2,
189,2,108400,4,
2,1,108400,1,
131,1,108400,7,
26,1,108400,1,
78,2,108400,4,
73,1,108400,4,
174,2,108450,4,
167,8,108500,5,
334,1,108500,2,
56,2,108500,1,
344,1,108550,2,
286,1,108600,2,
266,1,108600,2,
344,1,108600,2,
199,1,108600,4,
295,2,108700,2,
245,2,108800,2,
182,1,108800,4,
8,1,108820,1,
112,2,108860,4,
211,1,109000,7,
172,2,109000,4,
130,1,109000,7,
343,1,109000,2,
238,1,109000,2,
53,2,109000,1,
73,1,109000,4,
69,2,109000,4,
62,1,109100,1,
337,1,109100,2,
182,1,109200,7,
111,1,109200,4,
291,1,109300,2,
14,3,109400,1,
238,1,109400,2,
228,2,109400,4,
64,1,109400,1,
231,1,109400,7,
315,1,109400,2,
76,2,109400,4,
225,1,109400,4,
43,1,109430,1,
89,1,109440,4,
132,1,109500,7,
305,2,109500,2,
344,1,109500,2,
211,2,109520,4,
33,1,109520,1,
252,1,109600,2,
22,1,109600,1,
239,1,109600,2,
249,1,109600,2,
97,1,109600,4,
238,1,109600,2,
216,1,109600,4,
315,1,109700,2,
55,2,109720,1,
63,3,109800,3,
290,1,109900,2,
119,1,110000,7,
281,1,110000,2,
97,1,110000,7,
207,2,110000,4,
183,2,110000,4,
266,1,110000,2,
83,1,110000,4,
276,1,110000,2,
274,1,110000,2,
182,1,110100,7,
182,2,110100,4,
74,2,110200,4,
92,1,110200,4,
76,3,110200,3,
56,1,110200,1,
70,2,110200,4,
14,2,110300,1,
350,2,110300,2,
180,1,110400,7,
20,2,110400,1,
67,2,110450,1,
322,1,110500,2,
23,1,110500,1,
239,1,110500,2,
181,1,110500,4,
67,1,110600,1,
346,2,110600,2,
253,1,110600,2,
362,1,110600,2,
4,2,110700,1,
21,2,110700,1,
87,2,110700,4,
356,1,110700,2,
207,1,110760,7,
256,1,110800,2,
106,1,110800,4,
41,2,110830,1,
287,2,110841,2,
23,1,110850,1,
72,2,110866,4,
11,2,110880,1,
8,2,111000,1,
231,1,111000,7,
354,1,111000,2,
41,1,111000,1,
7,3,111100,3,
337,1,111100,2,
211,2,111163,4,
211,1,111200,7,
251,1,111200,2,
133,3,111200,4,
293,1,111200,2,
343,1,111200,2,
182,1,111200,4,
295,1,111200,2,
32,1,111268,1,
310,1,111300,2,
287,1,111300,2,
191,1,111400,7,
15,1,111400,1,
249,1,111400,2,
344,1,111600,2,
310,1,111600,2,
88,2,111700,4,
84,2,111750,4,
315,2,111800,2,
113,1,111800,4,
140,2,111840,4,
49,5,111866,3,
338,1,111900,2,
356,1,112000,2,
305,1,112000,2,
99,1,112000,4,
41,1,112000,1,
200,1,112000,4,
13,1,112000,1,
79,2,112060,4,
159,2,112100,4,
229,1,112200,7,
97,1,112200,7,
247,2,112200,2,
21,1,112200,1,
6,2,112200,1,
15,2,112300,1,
94,3,112320,4,
70,1,112340,7,
104,1,112400,7,
187,2,112400,4,
233,1,112400,2,
107,1,112400,7,
68,2,112400,1,
0,2,112400,1,
52,1,112400,1,
104,1,112400,4,
267,1,112400,2,
78,1,112400,4,
25,2,112500,1,
174,1,112500,7,
355,1,112600,2,
361,1,112600,2,
245,2,112600,2,
11,1,112600,1,
53,1,112600,1,
204,1,112600,4,
44,3,112704,3,
49,2,112880,1,
228,2,112900,4,
55,2,112980,1,
110,1,113000,7,
297,1,113000,2,
39,1,113000,1,
34,1,113000,1,
9,1,113000,1,
14,1,113000,1,
6,1,113200,1,
89,1,113200,7,
203,3,113200,5,
90,1,113200,7,
92,2,113200,4,
306,1,113200,2,
88,1,113200,4,
50,2,113300,1,
258,2,113300,2,
362,1,113300,2,
92,2,113300,4,
72,1,113340,7,
45,1,113364,1,
92,1,113400,7,
337,1,113400,2,
175,1,113400,4,
159,1,113400,4,
341,1,113500,2,
112,3,113500,4,
126,2,113500,4,
29,1,113600,1,
37,2,113600,1,
36,1,113600,1,
182,2,113600,4,
284,1,113700,2,
24,2,113700,1,
180,1,113700,7,
133,1,113700,7,
238,1,113700,2,
5,1,113800,1,
190,1,113800,4,
232,1,113800,2,
91,1,113800,4,
189,1,113800,4,
206,2,113820,4,
264,1,113940,2,
223,1,113950,7,
26,1,114000,1,
15,2,114000,1,
291,2,114000,2,
350,1,114030,2,
268,1,114100,2,
30,1,114200,1,
71,1,114200,7,
254,1,114200,2,
82,1,114200,4,
190,2,114220,4,
50,1,114280,1,
12,1,114300,1,
357,1,114300,2,
97,1,114300,4,
77,1,114400,7,
13,2,114400,1,
116,1,114400,4,
159,1,114400,4,
45,2,114440,1,
287,1,114440,2,
0,1,114440,1,
222,1,114500,7,
34,3,114500,3,
229,2,114500,4,
203,1,114520,4,
20,1,114540,1,
79,3,114590,4,
120,4,114600,4,
